date,published_at,source,stock,title,summary,raw_text,clean_text,tokens,stemmed_text,url,sentiment_score,sentiment_label,raw_sentiment_score
2023-01-09,3 tahun yang lalu,CNBC Indonesia,BBCA,"Mochtar Riady 'Dewa Bankir', Pengelola Duit Orang Terkaya RI!",,"Mochtar Riady 'Dewa Bankir', Pengelola Duit Orang Terkaya RI!",mochtar riady dewa bankir pengelola duit orang terkaya ri,mochtar riady dewa bankir pengelola duit terkaya ri,mochtar riady dewa bankir kelola duit kaya ri,https://www.cnbcindonesia.com/market/20230109092715-17-403845/mochtar-riady-dewa-bankir-pengelola-duit-orang-terkaya-ri,2.0,positif,2
2023-01-10,3 tahun yang lalu,CNBC Indonesia,BBCA,"Saham BCA Anjlok Terus, Pasang Harga Segini Kalau Mau Serok",,"Saham BCA Anjlok Terus, Pasang Harga Segini Kalau Mau Serok",saham bca anjlok terus pasang harga segini kalau mau serok,saham bca anjlok pasang harga segini serok,saham bca anjlok pasang harga gin serok,https://www.cnbcindonesia.com/market/20230110144305-17-404341/saham-bca-anjlok-terus-pasang-harga-segini-kalau-mau-serok,1.0,positif,3
2023-01-11,3 tahun yang lalu,CNBC Indonesia,BBCA,"Bos BCA & BRI Borong Saham Saat Murah, Gimana Cara Hitungnya?",,"Bos BCA & BRI Borong Saham Saat Murah, Gimana Cara Hitungnya?",bos bca bri borong saham saat murah gimana cara hitungnya,bos bca bri borong saham murah gimana hitungnya,bos bca bri borong saham murah gimana hitung,https://www.cnbcindonesia.com/mymoney/20230111161728-72-404716/bos-bca-bri-borong-saham-saat-murah-gimana-cara-hitungnya,2.25,positif,9
2023-01-11,3 tahun yang lalu,CNBC Indonesia,BBCA,"IHSG Longsor, Apa Benar Big Bank Udah Kemahalan?",,"IHSG Longsor, Apa Benar Big Bank Udah Kemahalan?",ihsg longsor apa benar big bank udah kemahalan,ihsg longsor big bank udah kemahalan,ihsg longsor big bank udah mahal,https://www.cnbcindonesia.com/market/20230111005501-17-404471/ihsg-longsor-apa-benar-big-bank-udah-kemahalan,1.0,positif,1
2023-01-11,3 tahun yang lalu,CNBC Indonesia,BBCA,"Mumpung Murah! John Kosasih Borong Saham BCA, Ikutan Gak Ya?",,"Mumpung Murah! John Kosasih Borong Saham BCA, Ikutan Gak Ya?",mumpung murah john kosasih borong saham bca ikutan gak ya,mumpung murah john kosasih borong saham bca ikutan gak,mumpung murah john kosasih borong saham bca ikut gak,https://www.cnbcindonesia.com/market/20230111080813-17-404508/mumpung-murah-john-kosasih-borong-saham-bca-ikutan-gak-ya,1.0,positif,4
2023-01-11,3 tahun yang lalu,CNBC Indonesia,BBCA,"10 Saham Terbesar di BEI, 5 Punya Orang Terkaya RI",,"10 Saham Terbesar di BEI, 5 Punya Orang Terkaya RI",saham terbesar di bei punya orang terkaya ri,saham terbesar bei terkaya ri,saham besar bei kaya ri,https://www.cnbcindonesia.com/market/20230111103302-17-404575/10-saham-terbesar-di-bei-5-punya-orang-terkaya-ri,3.0,positif,6
2023-01-11,3 tahun yang lalu,CNBC Indonesia,BBCA,Cerita Lengkap Efek Mengerikan Bank yang Picu Big Four Gugur,,Cerita Lengkap Efek Mengerikan Bank yang Picu Big Four Gugur,cerita lengkap efek mengerikan bank yang picu big four gugur,cerita lengkap efek mengerikan bank picu big four gugur,cerita lengkap efek keri bank picu big four gugur,https://www.cnbcindonesia.com/market/20230111122547-17-404617/cerita-lengkap-efek-mengerikan-bank-yang-picu-big-four-gugur,0.8,positif,4
2023-01-12,3 tahun yang lalu,CNBC Indonesia,BBRI,"BBRI Naik Lagi, Begini Prospek ke Depannya",,"BBRI Naik Lagi, Begini Prospek ke Depannya",bbri naik lagi begini prospek ke depannya,bbri prospek depannya,bbri prospek depan,https://www.cnbcindonesia.com/research/20230112140707-128-404995/bbri-naik-lagi-begini-prospek-ke-depannya,3.0,positif,3
2023-01-12,3 tahun yang lalu,CNBC Indonesia,BBCA,Ramalan 4 Analis Soal Efek Mengerikan Perbankan RI,,Ramalan 4 Analis Soal Efek Mengerikan Perbankan RI,ramalan analis soal efek mengerikan perbankan ri,ramalan analis efek mengerikan perbankan ri,ramal analis efek keri perban ri,https://www.cnbcindonesia.com/market/20230112132252-17-404979/ramalan-4-analis-soal-efek-mengerikan-perbankan-ri,-1.5,negatif,-6
2023-01-16,3 tahun yang lalu,CNBC Indonesia,BBCA,"Jokowi Tutup Pintu Keluar Dolar Eksportir, Bos BCA Buka Suara",,"Jokowi Tutup Pintu Keluar Dolar Eksportir, Bos BCA Buka Suara",jokowi tutup pintu keluar dolar eksportir bos bca buka suara,jokowi tutup pintu dolar eksportir bos bca buka suara,jokowi tutup pintu dolar eksportir bos bca buka suara,https://www.cnbcindonesia.com/market/20230116120606-17-405718/jokowi-tutup-pintu-keluar-dolar-eksportir-bos-bca-buka-suara,1.5,positif,6
2023-01-16,3 tahun yang lalu,CNBC Indonesia,BBCA,"Pintu Keluar Dolar Eksportir Ditutup, Tak Takut Asing Kabur?",,"Pintu Keluar Dolar Eksportir Ditutup, Tak Takut Asing Kabur?",pintu keluar dolar eksportir ditutup tak takut asing kabur,pintu dolar eksportir ditutup takut asing kabur,pintu dolar eksportir tutup takut asing kabur,https://www.cnbcindonesia.com/market/20230116122658-17-405741/pintu-keluar-dolar-eksportir-ditutup-tak-takut-asing-kabur,-1.0,negatif,-3
2023-01-17,3 tahun yang lalu,CNBC Indonesia,BBCA,Bos BCA Dukung Jokowi Tutup Pintu Keluar Dolar Eksportir,,Bos BCA Dukung Jokowi Tutup Pintu Keluar Dolar Eksportir,bos bca dukung jokowi tutup pintu keluar dolar eksportir,bos bca dukung jokowi tutup pintu dolar eksportir,bos bca dukung jokowi tutup pintu dolar eksportir,https://www.cnbcindonesia.com/market/20230117081616-17-405961/bos-bca-dukung-jokowi-tutup-pintu-keluar-dolar-eksportir,1.6666666666666667,positif,5
2023-01-17,3 tahun yang lalu,CNBC Indonesia,BBCA,"Kredit Macet Tinggi, BTN Jual Apartemen & Mall Rp 1 T Nih",,"Kredit Macet Tinggi, BTN Jual Apartemen & Mall Rp 1 T Nih",kredit macet tinggi btn jual apartemen mall rp t nih,kredit macet tinggi btn jual apartemen mall rp nih,kredit macet tinggi btn jual apartemen mall rp nih,https://www.cnbcindonesia.com/market/20230117142123-17-406128/kredit-macet-tinggi-btn-jual-apartemen-mall-rp-1-t-nih,2.0,positif,4
2023-01-17,3 tahun yang lalu,CNBC Indonesia,BBRI,"Visioner! Ekonomi Jelek Atau Moncer, BRI Punya Strateginya",,"Visioner! Ekonomi Jelek Atau Moncer, BRI Punya Strateginya",visioner ekonomi jelek atau moncer bri punya strateginya,visioner ekonomi jelek moncer bri strateginya,visioner ekonomi jelek moncer bri strategi,https://www.cnbcindonesia.com/market/20230117150843-17-406163/visioner-ekonomi-jelek-atau-moncer-bri-punya-strateginya,-5.0,negatif,-5
2023-01-19,3 tahun yang lalu,CNBC Indonesia,BBCA,"Pencadangan Ditambah,Bank Yakin Kredit 2023 Tetap Tumbuh Kuat",,"Pencadangan Ditambah,Bank Yakin Kredit 2023 Tetap Tumbuh Kuat",pencadangan ditambah bank yakin kredit tetap tumbuh kuat,pencadangan ditambah bank kredit tumbuh kuat,cadang tambah bank kredit tumbuh kuat,https://www.cnbcindonesia.com/mymoney/20230119142231-74-406814/pencadangan-ditambahbank-yakin-kredit-2023-tetap-tumbuh-kuat,2.3333333333333335,positif,7
2023-01-19,3 tahun yang lalu,CNBC Indonesia,BBCA,"Aduh, 10 Saham Ini Dibuang-Buangin Asing",,"Aduh, 10 Saham Ini Dibuang-Buangin Asing",aduh saham ini dibuang buangin asing,aduh saham dibuang buangin asing,aduh saham buang buangin asing,https://www.cnbcindonesia.com/market/20230119114050-17-406737/aduh-10-saham-ini-dibuang-buangin-asing,-1.0,negatif,-2
2023-01-19,3 tahun yang lalu,CNBC Indonesia,BBCA,Jurus Bank Atur Suku Bunga Kredit Kala Moneter Makin Ketat,,Jurus Bank Atur Suku Bunga Kredit Kala Moneter Makin Ketat,jurus bank atur suku bunga kredit kala moneter makin ketat,jurus bank atur suku bunga kredit moneter ketat,jurus bank atur suku bunga kredit moneter ketat,https://www.cnbcindonesia.com/mymoney/20230119145625-74-406831/jurus-bank-atur-suku-bunga-kredit-kala-moneter-makin-ketat,1.3333333333333333,positif,4
2023-01-20,3 tahun yang lalu,CNBC Indonesia,BBCA,"Suku Bunga Naik, 4 Saham Bank Jumbo Layak Diburu",,"Suku Bunga Naik, 4 Saham Bank Jumbo Layak Diburu",suku bunga naik saham bank jumbo layak diburu,suku bunga saham bank jumbo layak diburu,suku bunga saham bank jumbo layak buru,https://www.cnbcindonesia.com/research/20230120095927-128-407032/suku-bunga-naik-4-saham-bank-jumbo-layak-diburu,2.3333333333333335,positif,7
2023-01-20,3 tahun yang lalu,CNBC Indonesia,BBCA,Begini Modus Tukang Becak Bisa Bobol BCA Rp 345 Juta,,Begini Modus Tukang Becak Bisa Bobol BCA Rp 345 Juta,begini modus tukang becak bisa bobol bca rp juta,modus tukang becak bobol bca rp juta,modus tukang becak bobol bca rp juta,https://www.cnbcindonesia.com/market/20230120132509-17-407109/begini-modus-tukang-becak-bisa-bobol-bca-rp-345-juta,-2.4,negatif,-12
2023-01-20,3 tahun yang lalu,CNBC Indonesia,BBCA,"Sikap Bos BCA, Tukang Becak Bobol Tabungan Nasabah Rp345 Juta",,"Sikap Bos BCA, Tukang Becak Bobol Tabungan Nasabah Rp345 Juta",sikap bos bca tukang becak bobol tabungan nasabah rp juta,sikap bos bca tukang becak bobol tabungan nasabah rp juta,sikap bos bca tukang becak bobol tabung nasabah rp juta,https://www.cnbcindonesia.com/market/20230120130355-17-407103/sikap-bos-bca-tukang-becak-bobol-tabungan-nasabah-rp345-juta,0.375,positif,3
2023-01-21,3 tahun yang lalu,CNBC Indonesia,BBCA,"Tukang Becak Bobol Tabungan Rp 345 Juta, Bos BCA Buka Suara",,"Tukang Becak Bobol Tabungan Rp 345 Juta, Bos BCA Buka Suara",tukang becak bobol tabungan rp juta bos bca buka suara,tukang becak bobol tabungan rp juta bos bca buka suara,tukang becak bobol tabung rp juta bos bca buka suara,https://www.cnbcindonesia.com/market/20230121105630-17-407276/tukang-becak-bobol-tabungan-rp-345-juta-bos-bca-buka-suara,0.25,positif,2
2023-01-22,3 tahun yang lalu,CNBC Indonesia,BBCA,Sikap Bos BCA Setelah Bank Dibobol Tukang Becak Rp 345 Juta,,Sikap Bos BCA Setelah Bank Dibobol Tukang Becak Rp 345 Juta,sikap bos bca setelah bank dibobol tukang becak rp juta,sikap bos bca bank dibobol tukang becak rp juta,sikap bos bca bank bobol tukang becak rp juta,https://www.cnbcindonesia.com/market/20230122105322-17-407407/sikap-bos-bca-setelah-bank-dibobol-tukang-becak-rp-345-juta,-0.6666666666666666,negatif,-4
2023-01-22,3 tahun yang lalu,CNBC Indonesia,BBCA,"BCA Dibobol Tukang Becak Rp 345 Juta, Nasib Nasabah Gimana?",,"BCA Dibobol Tukang Becak Rp 345 Juta, Nasib Nasabah Gimana?",bca dibobol tukang becak rp juta nasib nasabah gimana,bca dibobol tukang becak rp juta nasib nasabah gimana,bca bobol tukang becak rp juta nasib nasabah gimana,https://www.cnbcindonesia.com/market/20230122072658-17-407379/bca-dibobol-tukang-becak-rp-345-juta-nasib-nasabah-gimana,-1.0,negatif,-5
2023-01-23,3 tahun yang lalu,CNBC Indonesia,BBCA,"Suku Bunga Naik, Kredit Perbankan 2023 Bisa Tumbuh Tinggi?",,"Suku Bunga Naik, Kredit Perbankan 2023 Bisa Tumbuh Tinggi?",suku bunga naik kredit perbankan bisa tumbuh tinggi,suku bunga kredit perbankan tumbuh tinggi,suku bunga kredit perban tumbuh tinggi,https://www.cnbcindonesia.com/market/20230123143413-19-407596/suku-bunga-naik-kredit-perbankan-2023-bisa-tumbuh-tinggi,1.0,positif,3
2023-01-23,3 tahun yang lalu,CNBC Indonesia,BBCA,Moody's Ungkap Strategi Bisnis Bank Agar Tetap Moncer di 2023,,Moody's Ungkap Strategi Bisnis Bank Agar Tetap Moncer di 2023,moody s ungkap strategi bisnis bank agar tetap moncer di,moody strategi bisnis bank moncer,moody strategi bisnis bank moncer,https://www.cnbcindonesia.com/market/20230123145355-19-407599/moodys-ungkap-strategi-bisnis-bank-agar-tetap-moncer-di-2023,3.0,positif,3
2023-01-24,3 tahun yang lalu,CNBC Indonesia,BBCA,"Rekening Dibobol Tukang Becak, Nasabah Ancam Polisikan BCA!",,"Rekening Dibobol Tukang Becak, Nasabah Ancam Polisikan BCA!",rekening dibobol tukang becak nasabah ancam polisikan bca,rekening dibobol tukang becak nasabah ancam polisikan bca,rekening bobol tukang becak nasabah ancam polisi bca,https://www.cnbcindonesia.com/market/20230124104043-17-407738/rekening-dibobol-tukang-becak-nasabah-ancam-polisikan-bca,-2.2,negatif,-11
2023-01-24,3 tahun yang lalu,CNBC Indonesia,BBCA,Bos BCA Soal Kasus Tukang Becak: Satu Dari Sejuta Kejadian!,,Bos BCA Soal Kasus Tukang Becak: Satu Dari Sejuta Kejadian!,bos bca soal kasus tukang becak satu dari sejuta kejadian,bos bca tukang becak sejuta kejadian,bos bca tukang becak juta jadi,https://www.cnbcindonesia.com/market/20230124112910-17-407763/bos-bca-soal-kasus-tukang-becak-satu-dari-sejuta-kejadian,-0.2,negatif,-1
2023-01-24,3 tahun yang lalu,CNBC Indonesia,BBCA,"Geger Tukang Becak, Gimana Cara Tarik Uang di Teller  BCA?",,"Geger Tukang Becak, Gimana Cara Tarik Uang di Teller  BCA?",geger tukang becak gimana cara tarik uang di teller bca,geger tukang becak gimana tarik uang teller bca,geger tukang becak gimana tarik uang teller bca,https://www.cnbcindonesia.com/market/20230124145505-17-407843/geger-tukang-becak-gimana-cara-tarik-uang-di-teller-bca,-0.25,negatif,-1
2023-01-24,3 tahun yang lalu,CNBC Indonesia,BBCA,Bos Besar BCA: Kasus Tukang Becak Murni Kelalaian Nasabah!,,Bos Besar BCA: Kasus Tukang Becak Murni Kelalaian Nasabah!,bos besar bca kasus tukang becak murni kelalaian nasabah,bos bca tukang becak murni kelalaian nasabah,bos bca tukang becak murni lalai nasabah,https://www.cnbcindonesia.com/market/20230124105606-17-407743/bos-besar-bca-kasus-tukang-becak-murni-kelalaian-nasabah,-0.8,negatif,-4
2023-01-24,3 tahun yang lalu,CNBC Indonesia,BBRI,Lengkap! Empat Resep BRI Hadapi Kengerian Ekonomi 2023,,Lengkap! Empat Resep BRI Hadapi Kengerian Ekonomi 2023,lengkap empat resep bri hadapi kengerian ekonomi,lengkap resep bri hadapi kengerian ekonomi,lengkap resep bri hadap ngeri ekonomi,https://www.cnbcindonesia.com/market/20230124132213-17-407808/lengkap-empat-resep-bri-hadapi-kengerian-ekonomi-2023,0.3333333333333333,positif,1
2023-01-25,3 tahun yang lalu,CNBC Indonesia,BBCA,3 Tips Jaga Rekening Biar Nggak 'Dibobol Tukang Becak',,3 Tips Jaga Rekening Biar Nggak 'Dibobol Tukang Becak',tips jaga rekening biar nggak dibobol tukang becak,tips jaga rekening biar nggak dibobol tukang becak,tips jaga rekening biar nggak bobol tukang becak,https://www.cnbcindonesia.com/market/20230125113016-17-408079/3-tips-jaga-rekening-biar-nggak-dibobol-tukang-becak,-0.42857142857142855,negatif,-3
2023-01-25,3 tahun yang lalu,CNBC Indonesia,BBCA,Sstt...Asing Lagi Jual-Jualin Big Bank Nih!,,Sstt...Asing Lagi Jual-Jualin Big Bank Nih!,sstt asing lagi jual jualin big bank nih,sstt asing jual jualin big bank nih,sstt asing jual jualin big bank nih,https://www.cnbcindonesia.com/research/20230125121256-128-408103/ssttasing-lagi-jual-jualin-big-bank-nih,1.0,positif,1
2023-01-25,25 Januari 2023,Kontan,BBRI,"BBRI Diperkirakan Kantongi Laba Rp 49 Triliun, Simak Proyeksi Laba Perbankan Big Cap",,"BBRI Diperkirakan Kantongi Laba Rp 49 Triliun, Simak Proyeksi Laba Perbankan Big Cap",bbri diperkirakan kantongi laba rp triliun simak proyeksi laba perbankan big cap,bbri kantongi laba rp triliun simak proyeksi laba perbankan big cap,bbri kantong laba rp triliun simak proyeksi laba perban big cap,https://investasi.kontan.co.id/news/bbri-diperkirakan-kantongi-laba-rp-49-triliun-simak-proyeksi-laba-perbankan-big-cap,2.0,positif,12
2023-01-25,3 tahun yang lalu,CNBC Indonesia,BBCA,Begini Modus Tukang Becak Curi Pin dan ATM BCA Korban,,Begini Modus Tukang Becak Curi Pin dan ATM BCA Korban,begini modus tukang becak curi pin dan atm bca korban,modus tukang becak curi pin atm bca korban,modus tukang becak curi pin atm bca korban,https://www.cnbcindonesia.com/market/20230125145718-17-408172/begini-modus-tukang-becak-curi-pin-dan-atm-bca-korban,-3.8,negatif,-19
2023-01-25,3 tahun yang lalu,CNBC Indonesia,BBCA,"Jreng, Korban Pembobolan Rekening Tukang Becak Polisikan BCA",,"Jreng, Korban Pembobolan Rekening Tukang Becak Polisikan BCA",jreng korban pembobolan rekening tukang becak polisikan bca,jreng korban pembobolan rekening tukang becak polisikan bca,jreng korban bobol rekening tukang becak polisi bca,https://www.cnbcindonesia.com/market/20230125093943-17-408031/jreng-korban-pembobolan-rekening-tukang-becak-polisikan-bca,-2.4,negatif,-12
2023-01-25,3 tahun yang lalu,CNBC Indonesia,BBCA,Tata Cara dan Syarat Pengajuan Surat Kuasa Penarikan Uang BCA,,Tata Cara dan Syarat Pengajuan Surat Kuasa Penarikan Uang BCA,tata cara dan syarat pengajuan surat kuasa penarikan uang bca,tata syarat pengajuan surat kuasa penarikan uang bca,tata syarat aju surat kuasa tari uang bca,https://www.cnbcindonesia.com/market/20230125093012-17-408029/tata-cara-dan-syarat-pengajuan-surat-kuasa-penarikan-uang-bca,1.0,positif,4
2023-01-26,3 tahun yang lalu,CNBC Indonesia,BBCA,Kepo Sekelas BCA Bisa Dibobol Tukang Becak? Ini yang Terjadi!,,Kepo Sekelas BCA Bisa Dibobol Tukang Becak? Ini yang Terjadi!,kepo sekelas bca bisa dibobol tukang becak ini yang terjadi,kepo sekelas bca dibobol tukang becak,kepo kelas bca bobol tukang becak,https://www.cnbcindonesia.com/market/20230126134101-17-408455/kepo-sekelas-bca-bisa-dibobol-tukang-becak-ini-yang-terjadi,-2.4,negatif,-12
2023-01-26,3 tahun yang lalu,CNBC Indonesia,BBCA,Korban Tukang Becak Ancam Polisikan & Ragukan Keamanan BCA,,Korban Tukang Becak Ancam Polisikan & Ragukan Keamanan BCA,korban tukang becak ancam polisikan ragukan keamanan bca,korban tukang becak ancam polisikan ragukan keamanan bca,korban tukang becak ancam polisi ragu aman bca,https://www.cnbcindonesia.com/market/20230126151843-17-408490/korban-tukang-becak-ancam-polisikan-ragukan-keamanan-bca,-3.6,negatif,-18
2023-01-26,3 tahun yang lalu,CNBC Indonesia,BBCA,Simak! Ini Penyebab Laba BCA Naik 29% Jadi Rp 40 T di 2022,,Simak! Ini Penyebab Laba BCA Naik 29% Jadi Rp 40 T di 2022,simak ini penyebab laba bca naik jadi rp t di,simak penyebab laba bca rp,simak sebab laba bca rp,https://www.cnbcindonesia.com/market/20230126165201-17-408537/simak-ini-penyebab-laba-bca-naik-29-jadi-rp-40-t-di-2022,3.3333333333333335,positif,10
2023-01-26,3 tahun yang lalu,CNBC Indonesia,BBCA,"Kasus Tukang Becak, Bos Besar BCA: KTP & ATM Itu Nyawa Kedua",,"Kasus Tukang Becak, Bos Besar BCA: KTP & ATM Itu Nyawa Kedua",kasus tukang becak bos besar bca ktp atm itu nyawa kedua,tukang becak bos bca ktp atm nyawa,tukang becak bos bca ktp atm nyawa,https://www.cnbcindonesia.com/market/20230126172241-17-408564/kasus-tukang-becak-bos-besar-bca-ktp-atm-itu-nyawa-kedua,-1.3333333333333333,negatif,-4
2023-01-27,3 tahun yang lalu,CNBC Indonesia,BBCA,"Dolar Eksportir Wajib Disimpan di RI, Ini Kata Bos BCA",,"Dolar Eksportir Wajib Disimpan di RI, Ini Kata Bos BCA",dolar eksportir wajib disimpan di ri ini kata bos bca,dolar eksportir wajib disimpan ri bos bca,dolar eksportir wajib simpan ri bos bca,https://www.cnbcindonesia.com/market/20230127165134-17-408848/dolar-eksportir-wajib-disimpan-di-ri-ini-kata-bos-bca,-0.6666666666666666,negatif,-2
2023-01-27,3 tahun yang lalu,CNBC Indonesia,BBCA,Fakta Persidangan Ungkap Kronologi Tukang Becak Bobol BCA,,Fakta Persidangan Ungkap Kronologi Tukang Becak Bobol BCA,fakta persidangan ungkap kronologi tukang becak bobol bca,fakta persidangan kronologi tukang becak bobol bca,fakta sidang kronologi tukang becak bobol bca,https://www.cnbcindonesia.com/market/20230127132225-17-408775/fakta-persidangan-ungkap-kronologi-tukang-becak-bobol-bca,-2.3333333333333335,negatif,-14
2023-01-27,3 tahun yang lalu,CNBC Indonesia,BBCA,"Riuh Tukang Becak Bobol BCA, OJK Turun Gunung Ingatkan Publik",,"Riuh Tukang Becak Bobol BCA, OJK Turun Gunung Ingatkan Publik",riuh tukang becak bobol bca ojk turun gunung ingatkan publik,riuh tukang becak bobol bca ojk turun gunung ingatkan publik,riuh tukang becak bobol bca ojk turun gunung ingat publik,https://www.cnbcindonesia.com/market/20230127140055-17-408788/riuh-tukang-becak-bobol-bca-ojk-turun-gunung-ingatkan-publik,-1.6,negatif,-8
2023-01-27,3 tahun yang lalu,CNBC Indonesia,BBCA,"Pemasukan Transaksi Tak Besar, Kapan Bank Digital BCA Untung?",,"Pemasukan Transaksi Tak Besar, Kapan Bank Digital BCA Untung?",pemasukan transaksi tak besar kapan bank digital bca untung,pemasukan transaksi bank digital bca untung,pasu transaksi bank digital bca untung,https://www.cnbcindonesia.com/market/20230127180017-17-408866/pemasukan-transaksi-tak-besar-kapan-bank-digital-bca-untung,3.5,positif,7
2023-01-27,27 Januari 2023,Kontan,BBCA,Bank-Bank Big Cap Kantongi Rekor Pertumbuhan Laba Jumbo pada 2022,,Bank-Bank Big Cap Kantongi Rekor Pertumbuhan Laba Jumbo pada 2022,bank bank big cap kantongi rekor pertumbuhan laba jumbo pada,bank bank big cap kantongi rekor pertumbuhan laba jumbo,bank bank big cap kantong rekor tumbuh laba jumbo,https://investasi.kontan.co.id/news/bank-bank-big-cap-kantongi-rekor-pertumbuhan-laba-jumbo-pada-2022,2.5,positif,5
